Nro_;ZONA;DISTRITO;PROVINCIA;CANTÓN;PARROQUIA;TIPO_EDUCA;INSTITUCI;SOSTENIMIE;JURISDICCI;MODALIDAD;RÉGIMEN;TIPOLOGIA;ZONA_INEC;NIVEL_DE_E;AÑO_DE_DO;Tipo_de_Pr;AMIE;Longitud;Latitud
385;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL JOSE DURAN MARISTANY;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03517;-79,85480749;-2,181844495
386;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL MARIA TERESA SOLA DE ESTRADA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03530;-79,83200807;-2,1548357
387;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL GUSTAVO LEMUS RAMIREZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03534;-79,84183929;-2,164139768
388;Zona 3;18D01;TUNGURAHUA;AMBATO;IZAMBA;Ordinario;UNIDAD EDUCATIVA AMBATO DE LOS ANGELES;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;18H00220;-78,58570948;-1,225808266
389;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL CIUDAD DE ZAMORA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03538;-79,83515072;-2,168921845
390;Zona 3;18D05;TUNGURAHUA;SANTIAGO DE PILLARO;SAN ANDRES;Ordinario;ANTONIO CARRILLO MOSCOSO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;18H00593;-78,54108011;-1,139337456
391;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL LUIS SANCHEZ BORJA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03554;-79,82585173;-2,16033273
392;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA CARLOS JULIO PEREZ PERASSO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03590;-79,80139136;-2,168687111
393;Zona 6;03D02;CAÑAR;CAÑAR;GUALLETURO;Ordinario;UNIDAD EDUCATIVA SAN FRANCISCO DE GUALLETURO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;03H00380;-79,15130629;-2,516723372
394;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL GONZALO BENITEZ GOMEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03605;-79,80222556;-2,171202341
395;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FISCAL IVAN GALLEGOS DOMINGUEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03672;-79,84621432;-2,176406435
396;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;UNIDAD EDUCATIVA FISCAL  ARTURO MUNIZAGA PALACIOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H03690;-79,73452035;-2,3101679
397;Zona 6;01D08;AZUAY;SIGSIG;GIMA;Ordinario;UNIDAD EDUCATIVA JIMA;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;01H01378;-78,95670286;-3,19008243
398;Zona 8;09D24;GUAYAS;DURAN;ELOY ALFARO (DURAN);Ordinario;ESCUELA DE EDUCACION BASICA FICAL PABLO SANDIFORD AMADOR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03708;-79,84639782;-2,168837615
399;Zona 6;14D03;MORONA SANTIAGO;LOGROÑO;LOGROÑO;Ordinario;UNIDAD EDUCATIVA LOGROÑO;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Urbana;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;14H00438;-78,19913357;-2,623363326
400;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA 2 DE MAYO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03769;-79,6336849;-1,04585843
401;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;UNIDAD EDUCATIVA  29 DE SEPTIEMBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H03791;-79,64781246;-1,041052782
402;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA ISABEL MARIA LUQUE DE PONCE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03793;-79,64125533;-1,05626317
403;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA UNION EMPALMENSE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03797;-79,63470223;-1,038417439
404;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA CASPICARA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03798;-79,64256553;-1,046510997
405;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;UNIDAD EDUCATIVA GUAYAS Y QUIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H03800;-79,64653199;-1,092471592
406;Zona 5;09D15;GUAYAS;EL EMPALME;EL ROSARIO;Ordinario;UNIDAD EDUCATIVA CORONEL PEDRO VELEZ MORAN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H03822;-79,75778779;-1,008362046
407;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA PEDRO J MENENDEZ NAVARRO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03832;-79,63694575;-1,043470516
408;Zona 5;09D15;GUAYAS;EL EMPALME;EL ROSARIO;Ordinario;ESCUELA DE EDUCACION BASICA VICENTE ROCAFUERTE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03844;-79,76654885;-1,045716004
409;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA JUAN MONTALVO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03858;-79,64187068;-1,040812064
410;Zona 5;09D15;GUAYAS;EL EMPALME;VELASCO IBARRA (CAB. EL EMPALME);Ordinario;ESCUELA DE EDUCACION BASICA SEGUNDO AUHING MEDINA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H03860;-79,62943566;-1,052503952
411;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;ESCUELA DE EDUCACION BASICA RUMIÑAHUI;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03866;-79,57201857;-0,985405495
412;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;ESCUELA DE EDUCACION BASICA CIUDAD DE GUAYAQUIL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03871;-79,51107717;-0,58587653
413;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;ESCUELA DE EDUCACION BASICA  ESTADOS UNIDOS DE NORTEAMERICA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03875;-79,5722355;-0,981309986
414;Zona 5;09D15;GUAYAS;EL EMPALME;GUAYAS (PUEBLO NUEVO);Ordinario;ESCUELA DE EDUCACION BASICA DOCE DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03921;-79,7270367;-0,934149365
415;Zona 4;13D02;MANABI;MONTECRISTI;LEONIDAS PROAÑO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA CRISTOBAL TORO ARCENTALES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2026;BANCO MUNDIAL;13H04780;-80,6927346;-0,99400392
416;Zona 5;09D15;GUAYAS;EL EMPALME;EL ROSARIO;Ordinario;ESCUELA DE EDUCACION BASICA PROVINCIAS UNIDAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H03969;-79,79215049;-1,051342046
417;Zona 5;12D03;LOS RIOS;QUEVEDO;SAN CARLOS;Ordinario;"ESCUELA DE EDUCACIÓN BÁSICA ""ESTENIO BURGOS GALARZA""";FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H00959;-79,43352044;-1,115275553
418;Zona 5;09D16;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;ESCUELA DE EDUCACIÓN BASICA ALEJO LASCANO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04020;-79,40379208;-2,331212131
419;Zona 5;09D16;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA GENERAL ANTONIO JOSÉ DE SUCRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04055;-79,39791861;-2,325553162
420;Zona 5;09D16;GUAYAS;EL TRIUNFO;EL TRIUNFO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA  JUAN MONTALVO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04060;-79,40718074;-2,331939483
421;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;ESCUELA DE EDUCACION BASICA DR OSVALDO HURTADO LARREA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04093;-79,58190567;-2,152116871
422;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;UNIDAD EDUCATIVA ARQUEOLOGO JULIO VITERI GAMBOA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04094;-79,59565418;-2,119859036
423;Zona 5;09D17;GUAYAS;MILAGRO;CHOBO;Ordinario;ESCUELA DE EDUCACION BASICA LEON DE FEBRES CORDERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04096;-79,60641331;-2,161998097
424;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;UNIDAD EDUCATIVA TENIENTE HUGO ORTIZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04099;-79,6187189;-2,184358476
425;Zona 5;09D17;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;UNIDAD EDUCATIVA DR MODESTO CHAVEZ FRANCO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04100;-79,59804383;-2,131745647
426;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;UNIDAD EDUCATIVA PAULINO MILAN HERRERA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04116;-79,57693205;-2,125015232
427;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;ESCUELA DE EDUCACION BASICA 17 DE SEPTIEMBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04138;-79,59596529;-2,123784616
428;Zona 5;09D17;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;ESCUELA DE EDUCACION BASICA VEINTICUATRO  DE MAYO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04150;-79,60619363;-2,136573808
429;Zona 5;12D03;LOS RIOS;QUEVEDO;SAN CAMILO;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA EJÉRCITO NACIONAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2026;BANCO MUNDIAL;12H00766;-79,46136918;-1,024599276
430;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;ESCUELA DE EDUCACION BASICA CARLOS MORENO ARIAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04185;-79,59015815;-2,133131249
431;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;ESCUELA DE EDUCACION BASICA ROBERTO ESPINDOLA MALDONADO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04192;-79,59215664;-2,120271886
432;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;UNIDAD EDUCATIVA ELOY VELASQUEZ CEVALLOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04193;-79,58550465;-2,129382563
433;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;ESCUELA DE EDUCACION BASICA EUGENIO ESPEJO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04199;-79,59327854;-2,132265854
434;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;ESCUELA DE EDUCACION BASICA MIGUEL VALVERDE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04208;-79,5896675;-2,119030519
435;Zona 5;09D17;GUAYAS;MILAGRO;CORONEL ENRIQUE VALDEZ;Ordinario;ESCUELA DE EDUCACION BASICA DR ALFREDO PEREZ GUERRERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04210;-79,59984734;-2,135636423
436;Zona 5;09D17;GUAYAS;MILAGRO;ERNESTO SEMINARIO;Ordinario;UNIDAD EDUCATIVA OTTO AROSEMENA GOMEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04225;-79,58030004;-2,138431194
437;Zona 5;09D17;GUAYAS;MILAGRO;CAMILO ANDRADE;Ordinario;ESCUELA DE EDUCACION BASICA HECTOR LARA ZAMBRANO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04229;-79,5879159;-2,127313612
438;Zona 5;09D17;GUAYAS;MILAGRO;CHIRIJOS;Ordinario;UNIDAD EDUCATIVA SIMÓN BOLIVAR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04230;-79,59412234;-2,123755798
439;Zona 5;12D06;LOS RIOS;BUENA FE;PATRICIA PILAR;Ordinario;JAPON;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H01701;-79,37113044;-0,572217628
440;Zona 5;09D17;GUAYAS;MILAGRO;MARISCAL SUCRE (HUAQUES);Ordinario;UNIDAD EDUCATIVA MARISCAL SUCRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04250;-79,50178221;-2,109207043
441;Zona 5;09D17;GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA);Ordinario;ESCUELA DE EDUCACION BASICA CARLOS BENJAMIN ROSALES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04265;-79,51887017;-2,148493212
442;Zona 5;09D17;GUAYAS;MILAGRO;ROBERTO ASTUDILLO (CAB. EN CRUCE DE VENECIA);Ordinario;ESCUELA DE EDUCACION BASICA JUDITH ACUÑA DE ROBLES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04266;-79,51786498;-2,183746311
443;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;ESCUELA DE EDUCACIÓN BASICA CUCALON LASSO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04279;-79,61403523;-2,677496167
444;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;ESCUELA DE EDUCACIÓN BASICA CARMEN MORA DE ENCALADA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04281;-79,61276172;-2,674274892
445;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;ESCUELA DE EDUCACIÓN BASICA NUEVE DE OCTUBRE;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04284;-79,70695387;-2,802090828
446;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;ESCUELA DE EDUCACION BASICA GABRIELA MISTRAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04296;-79,62231748;-2,678491402
447;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;ESCUELA DE EDUCACIÓN BASICA ABDON CALDERÓN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04297;-79,62268247;-2,673806766
448;Zona 5;09D12;GUAYAS;NARANJAL;NARANJAL;Ordinario;ESCUELA DE EDUCACIÓN BASICA MARIANO UNDA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04301;-79,62168302;-2,674818621
449;Zona 5;09D12;GUAYAS;NARANJAL;JESUS MARIA;Ordinario;ESCUELA DE EDUCACIÓN BASICA 24 DE JULIO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04326;-79,55354254;-2,560565367
450;Zona 5;09D12;GUAYAS;NARANJAL;SANTA ROSA DE FLANDES;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA CARLOS JULIO AROSEMENA TOLA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04346;-79,60236838;-2,598597393
451;Zona 5;09D12;GUAYAS;NARANJAL;TAURA;Ordinario;UNIDAD EDUCATIVA NARANJAL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04350;-79,62658408;-2,384802243
452;Zona 5;09D12;GUAYAS;NARANJAL;TAURA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA ARTURO SERRANO ARMIJOS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04360;-79,73241549;-2,311043372
453;Zona 5;09D18;GUAYAS;NARANJITO;NARANJITO;Ordinario;UNIDAD EDUCATIVA ISMAEL PEREZ PAZMIÑO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04395;-79,45953255;-2,170673144
454;Zona 5;09D18;GUAYAS;NARANJITO;NARANJITO;Ordinario;ESCUELA DE EDUCACION BASICA CARLOS MATAMOROS JARA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04422;-79,46383086;-2,169547053
455;Zona 5;09D18;GUAYAS;NARANJITO;NARANJITO;Ordinario;ESCUELA DE EDUCACION BASICA DRA LUISA MARTIN GONZALEZ;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04424;-79,46280315;-2,172376748
456;Zona 5;12D02;LOS RIOS;PUEBLOVIEJO;SAN JUAN;Ordinario;ESCUELA DE EDUCACION BASICA NUEVO SAN JUAN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;12H00656;-79,55745166;-1,630452808
457;Zona 5;09D14;GUAYAS;PEDRO CARBO;VALLE DE LA VIRGEN;Ordinario;CENTRO DE EDUCACION INICIAL VALLE DE LA VIRGEN;Fiscal;Intercultural;Presencial;Costa;Pluridocente menor;Rural;Inicial;2026;BANCO MUNDIAL;09H04597;-80,19521614;-1,745011998
458;Zona 5;12D06;LOS RIOS;VALENCIA;VALENCIA;Ordinario;EL VERGEL;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial y EGB;2026;BANCO MUNDIAL;12H01821;-79,35432623;-0,797722634
459;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;ESCUELA DE EDUCACION BASICA ELENA RODRIGUEZ SOTOMAYOR;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04571;-80,25257647;-1,712423329
460;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;ESCUELA DE EDUCACION BASICA JUAN MODESTO CARBO NOBOA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04579;-80,23298048;-1,817037306
461;Zona 5;09D14;GUAYAS;PEDRO CARBO;PEDRO CARBO;Ordinario;UNIDAD EDUCATIVA DR CARLOS MONTEVERDE ROMERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04582;-80,23551547;-1,817780193
462;Zona 8;09D01;GUAYAS;GUAYAQUIL;XIMENA;Ordinario;ESCUELA DE EDUCACION BASICA COMPLETA FISCAL NELSON MATEUS MACIAS;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04585;-79,88360078;-2,24610925
463;Zona 5;12D02;LOS RIOS;PUEBLOVIEJO;SAN JUAN;Ordinario;UNIDAD EDUCATIVA LEON DE FEBRES CORDERO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;12H00686;-79,56036827;-1,623888696
464;Zona 8;09D23;GUAYAS;SAMBORONDON;TARIFA;Ordinario;ESCUELA DE EDUCACIÓN BÁSICA FISCAL 26 DE JUNIO;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB;2026;BANCO MUNDIAL;09H04676;-79,85306815;-2,07783047
465;Zona 6;03D02;CAÑAR;CAÑAR;HONORATO VASQUEZ (TAMBO VIEJO);Ordinario;UNIDAD EDUCATIVA SAN RAFAEL DE HONORATO VASQUEZ;FISCAL;Intercultural;Presencial;SIERRA;Pluridocente mayor;Rural;Inicial, Educación Básica y Bachillerato;2026;BANCO MUNDIAL;03H00407;-78,92088889;-2,558277805
466;Zona 8;09D23;GUAYAS;SAMBORONDON;TARIFA;Ordinario;UNIDAD EDUCATIVA FISCAL OSWALDO GUAYASAMÍN;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial/EGB/Bachillerato;2026;BANCO MUNDIAL;09H04704;-79,76208633;-1,990431157
467;Zona 8;09D23;GUAYAS;SAMBORONDON;TARIFA;Ordinario;ESCUELA DE EDUCACION BASICA FISCAL ELOY ALFARO;Fiscal;Intercultural;Presencial;Costa;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;09H04690;-79,75892697;-1,983563558
468;Zona 4;13D01;MANABI;PORTOVIEJO;CRUCITA;Ordinario;UNIDAD EDUCATIVA FELIPE SAUL MORALES;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Rural;Inicial y EGB;2026;BANCO MUNDIAL;13H00586;-80,53319444;-0,858305553
469;Zona 5;09D19;GUAYAS;SANTA LUCIA;SANTA LUCIA;Ordinario;ESCUELA DE EDUCACION BASICA MARIETA DE VEINTIMILLA;FISCAL;Intercultural;Presencial;COSTA;Pluridocente mayor;Urbana;Inicial/EGB;2026;BANCO MUNDIAL;09H04772;-80,00720857;-1,77042191
